structure,unit_cells,selectivity_(n_co2/n_n2)/(p_co2/p_n2),loading_mol_kg_co2_avg,loading_mol_kg_co2_err,loading_mol_kg_n2_avg,loading_mol_kg_n2_err,loading_mg_g_co2_avg,loading_mg_g_co2_err,loading_mg_g_n2_avg,loading_mg_g_n2_err,loading_g_L_co2_avg,loading_g_L_co2_err,loading_g_L_n2_avg,loading_g_L_n2_err,loading_num_molecules_co2_avg,loading_num_molecules_co2_err,loading_num_molecules_n2_avg,loading_num_molecules_n2_err
YEZFIU_clean_pacmof,27,12.914366433780016,0.39796,0.01572,0.17462,0.00403,17.50965,0.69162,4.89168,0.11302,40.57907,1.60284,11.3366,0.26194,17.63714,0.69665,7.73896,0.17881
YIJYUN_clean_pacmof,18,208.31386612021856,0.35879,0.02455,0.00976,0.00035,15.78634,1.08035,0.27345,0.0097,50.69719,3.46949,0.87817,0.03116,14.34101,0.98143,0.39017,0.01384
YICREI_clean_pacmof,24,104.30467624227211,2.63989,0.06552,0.14342,0.00483,116.1522,2.88279,4.01759,0.13535,427.99601,10.62246,14.80397,0.49874,94.10257,2.33554,5.11227,0.17223
YIBMON01_clean_pacmof,16,362.0717607973422,3.84648,0.02443,0.0602,0.00139,169.24065,1.07505,1.68645,0.03891,419.8383,2.6669,4.1836,0.09652,85.81781,0.54513,1.34314,0.03099
YIDSOT_clean_pacmof,12,8936.425661914458,7.74315,0.0597,0.00491,0.00207,340.68938,2.62661,0.13759,0.05786,1021.45747,7.87513,0.41253,0.17347,237.81164,1.83346,0.15085,0.06343
YIBMUT_clean_pacmof,16,264.83183061947693,3.47288,0.01768,0.07431,0.00362,152.80264,0.77778,2.08175,0.10128,440.0503,2.23989,5.99516,0.29166,87.93359,0.44759,1.8816,0.09154
YILJAG_clean_pacmof,9,8.534586439091138,0.41826,0.01011,0.27771,0.00752,18.40306,0.44463,7.7795,0.21073,28.99252,0.70048,12.25597,0.33198,6.15958,0.14882,4.08965,0.11078
YINCEF_clean_pacmof,12,81.47676188453505,2.708,0.0489,0.18834,0.00237,119.14877,2.15148,5.2761,0.06632,272.06914,4.91277,12.04766,0.15145,61.57577,1.11188,4.2826,0.05383
YIJCEB_clean_pacmof,8,670.4755421079172,8.60299,0.08454,0.07271,0.00742,378.52105,3.71975,2.0369,0.20796,899.05517,8.83507,4.838,0.49394,136.21541,1.3386,1.15128,0.11754
YEZSEC01_clean_pacmof,1,15.9588125167157,0.2106,0.00571,0.07478,0.00102,9.26601,0.25126,2.09498,0.02847,33.67176,0.91305,7.61294,0.10346,4.10008,0.11118,1.45597,0.01979
YIKJUZ_clean_pacmof,1,8.18839348903043,0.20418,0.00602,0.1413,0.00326,8.98354,0.26485,3.95839,0.09124,22.53421,0.66435,9.92918,0.22886,4.78237,0.14099,3.30969,0.07629
YIKJOT_clean_pacmof,1,7.956832639785717,0.19571,0.00363,0.13938,0.00356,8.61105,0.1595,3.90444,0.09963,21.60428,0.40017,9.79586,0.24995,4.58407,0.08491,3.26459,0.0833
YICTUZ_clean_pacmof,32,129984.4285714286,1.60569,0.00251,7e-05,3e-05,70.64846,0.11038,0.00193,0.00082,513.89897,0.80289,0.01407,0.00598,127.84401,0.19974,0.0055,0.00234
YICDAR_clean_pacmof,12,74.76553090936808,3.46182,0.04051,0.26238,0.00541,152.31598,1.78242,7.35024,0.15154,272.87478,3.19321,13.16799,0.27149,132.635,1.55211,10.05282,0.20726
YICGOI_clean_pacmof,12,85.7356615363379,2.19216,0.0212,0.14489,0.00536,96.45262,0.93267,4.05893,0.15029,215.25263,2.08142,9.05829,0.3354,73.61802,0.71186,4.86582,0.18016
YIBMON_clean_pacmof,16,557.4273229450077,3.97708,0.10025,0.04043,0.00216,174.9867,4.411,1.1326,0.06065,468.93516,11.82075,3.03518,0.16252,95.86096,2.41643,0.97451,0.05218
YEZKUL_clean_pacmof,8,79.2832449420546,2.3743,0.06052,0.1697,0.00635,104.4662,2.66273,4.75376,0.17802,248.72358,6.3397,11.31823,0.42385,94.20728,2.40124,6.73318,0.25215
YILJUA_clean_pacmof,8,21.680242803994517,1.36773,0.01845,0.35749,0.00444,60.17856,0.81157,10.01442,0.12427,128.35933,1.73106,21.36051,0.26506,29.80747,0.40199,7.79082,0.09668
YILKAH_clean_pacmof,8,28.06250903518663,1.71282,0.02976,0.34587,0.0053,75.36219,1.30958,9.68888,0.14852,158.1502,2.74819,20.33246,0.31167,37.32819,0.64866,7.53756,0.11554
YIGFIF_clean_pacmof,24,2997.3433703116743,3.33763,0.01205,0.00631,0.00036,146.85173,0.53035,0.17686,0.01002,580.02026,2.09472,0.69853,0.03957,186.26076,0.67267,0.35232,0.01996
YINCIJ_clean_pacmof,12,89.02398298224807,2.78179,0.02162,0.17707,0.00366,122.39525,0.95146,4.96031,0.10261,281.89815,2.19139,11.42448,0.23633,63.25354,0.49171,4.02627,0.08329
YINXUQ_clean_pacmof,12,39.50197280349468,1.31918,0.03406,0.18924,0.00272,58.04217,1.49874,5.3014,0.07626,163.47024,4.22107,14.9309,0.21479,34.95042,0.90248,5.01387,0.07213
YINCUV_clean_pacmof,8,247.6991680134075,2.4343,0.08217,0.05569,0.00216,107.10644,3.61544,1.55998,0.06057,300.93957,10.15838,4.38312,0.17019,71.66333,2.41904,1.63936,0.06365
YITHIU01_clean_pacmof,40,84.51149425287356,0.00865,0.00116,0.00058,3e-05,0.38047,0.05089,0.01636,0.00079,1.7262,0.23089,0.07421,0.00357,0.4901,0.06555,0.03309,0.00159
YINTEW_clean_pacmof,9,20.12405580517028,1.45433,0.02933,0.40952,0.00661,63.98863,1.29052,11.47222,0.18512,130.35047,2.62889,23.36992,0.37711,35.13742,0.70865,9.89437,0.15966
YIWBIR_clean_pacmof,20,110.7845464135021,4.20095,0.06253,0.21488,0.00961,184.83658,2.75126,6.01962,0.26912,419.0956,6.23816,13.6488,0.6102,178.73916,2.6605,9.14271,0.40874
YIPDOR_clean_pacmof,8,8.636148390616475,0.46559,0.02151,0.3055,0.00489,20.4853,0.94635,8.55822,0.13687,18.36549,0.84842,7.67261,0.12271,5.18689,0.23962,3.40347,0.05443
YIVNIC_clean_pacmof,18,230.4179386180863,1.65169,0.01111,0.04062,0.00104,72.67257,0.48872,1.13781,0.02919,234.00452,1.57366,3.66372,0.094,55.14508,0.37085,1.35606,0.03479
YIVZIO_clean_pacmof,8,153.23374128515613,4.17598,0.04654,0.15443,0.00498,183.73792,2.04758,4.32605,0.13963,416.38745,4.64023,9.8037,0.31642,100.34075,1.1182,3.7106,0.11976
YITHOA01_clean_pacmof,40,4347.041666666666,2.20932,0.04369,0.00288,0.00028,97.20736,1.92212,0.08056,0.00787,418.93763,8.2838,0.34718,0.03392,118.84967,2.35006,0.15469,0.01511
YINPEQ_clean_pacmof,8,7.508758758758758,0.22945,0.00783,0.17316,0.00341,10.0956,0.34443,4.85079,0.0955,13.46391,0.45935,6.46922,0.12736,4.5814,0.1563,3.45742,0.06807
YISFEL_clean_pacmof,30,195.6933925510363,1.47737,0.07436,0.04278,0.00289,65.00231,3.27182,1.19837,0.08105,229.91067,11.5723,4.23858,0.28666,44.57271,2.24352,1.29064,0.08729
YINCOP_clean_pacmof,12,99.72043981620818,2.92351,0.05005,0.16613,0.00412,128.63081,2.2023,4.65384,0.1155,304.72858,5.21729,11.02502,0.27362,66.47606,1.13814,3.77751,0.09375
YITHIU_clean_pacmof,40,1810.3781362007169,2.37692,0.11858,0.00744,0.00129,104.58151,5.21737,0.20832,0.03627,450.61544,22.48034,0.89761,0.15628,127.8656,6.37897,0.40005,0.06965
YINDOQ_clean_pacmof,12,123.37237176911745,2.16758,0.01362,0.09956,0.00178,95.37075,0.59918,2.78891,0.04973,258.51158,1.62413,7.5596,0.13481,102.11365,0.64154,4.69004,0.08364
YITHOA_clean_pacmof,40,1905.605812897366,2.46832,0.03674,0.00734,0.00038,108.60327,1.61644,0.2057,0.01059,468.3139,6.97036,0.88701,0.04567,132.78277,1.97633,0.39501,0.02034
YIVZOU_clean_pacmof,8,89.73523796299511,4.56177,0.09402,0.28807,0.00205,200.71232,4.13658,8.0698,0.05742,408.03341,8.40936,16.4053,0.11673,189.6008,3.90757,11.97298,0.08519
YIVTII_clean_pacmof,8,119.47585292977784,5.62162,0.08124,0.26663,0.00435,247.34462,3.57435,7.46929,0.12178,569.39983,8.22834,17.19468,0.28035,143.09465,2.06785,6.78694,0.11066
YIRHOY_clean_pacmof,8,413.1082957957957,1.29473,0.00862,0.01776,0.00108,56.96658,0.37933,0.49739,0.03021,373.25888,2.48543,3.25904,0.19794,49.33908,0.32854,0.67662,0.04109
YINXIE_clean_pacmof,27,46.00516633304737,1.41953,0.05989,0.17485,0.00233,62.45778,2.63493,4.89814,0.06521,159.56622,6.73168,12.5137,0.16661,44.82214,1.89093,5.52092,0.0735
YIWBEN_clean_pacmof,12,68.17959970279557,3.45454,0.03566,0.28712,0.00611,151.99556,1.56907,8.04311,0.17119,329.09535,3.39729,17.41466,0.37066,88.68785,0.91554,7.37108,0.15689
YIWMUM_clean_pacmof,12,6.324826756296942,0.08966,0.0022,0.08033,0.00221,3.94479,0.09688,2.25042,0.06188,10.32213,0.25351,5.88856,0.16191,2.22649,0.05468,1.99496,0.05485
YIWLIZ_clean_pacmof,16,6.0415968732551635,0.08911,0.00154,0.08358,0.00173,3.92075,0.06762,2.34139,0.0484,9.88448,0.17048,5.9028,0.12201,2.21291,0.03817,2.07559,0.0429
YIWPAV_clean_pacmof,32,5.762558757408542,0.08293,0.00183,0.08155,0.00178,3.64891,0.08065,2.28462,0.0499,9.0619,0.20029,5.67375,0.12393,2.74598,0.06069,2.70036,0.05898
YIXBIQ_clean_pacmof,8,6.838484638484638,0.17414,0.00442,0.1443,0.00173,7.66186,0.19451,4.0423,0.04848,17.89829,0.45438,9.44292,0.11324,9.88474,0.25094,8.19094,0.09823
YIWNUN_clean_pacmof,32,5.9040069411579115,0.08806,0.00223,0.08452,0.00124,3.87444,0.09827,2.36784,0.03469,9.90673,0.25128,6.05444,0.08869,2.9157,0.07396,2.79873,0.041
YIWMEW_clean_pacmof,18,7.5142368324575335,0.10851,0.00345,0.08183,0.00238,4.77433,0.15188,2.29244,0.06679,12.48325,0.39711,5.99396,0.17463,2.02102,0.06429,1.52416,0.04441
YIXFOC03_clean_pacmof,16,82.10225371518551,1.47219,0.03858,0.10161,0.00288,64.77442,1.69748,2.84645,0.08063,227.25728,5.9555,9.98662,0.28289,78.4604,2.05613,5.41533,0.1534
YIWNEX_clean_pacmof,6,10.150149747440883,0.13357,0.00255,0.07457,0.00119,5.8768,0.11214,2.089,0.03343,16.38604,0.31269,5.82466,0.09321,3.48374,0.06648,1.94499,0.03112
YIXFIW_clean_pacmof,12,128.53362143944335,2.78177,0.04667,0.12264,0.00307,122.39437,2.05333,3.43566,0.08595,358.90248,6.02106,10.07454,0.25204,68.77233,1.15375,3.03205,0.07585
YIWPID_clean_pacmof,9,7.801981786817507,0.1144,0.00206,0.08309,0.0009,5.03351,0.0908,2.32773,0.02527,12.82853,0.23142,5.93251,0.0644,2.13073,0.03844,1.54762,0.0168
YIWNAT_clean_pacmof,12,6.9011136947742004,0.09951,0.00253,0.08171,0.0015,4.37815,0.11125,2.28902,0.04212,11.30244,0.28719,5.90924,0.10873,2.47108,0.06279,2.02917,0.03734
YIWLEV_clean_pacmof,48,6.060435527281625,0.08742,0.00198,0.08174,0.00074,3.84629,0.08721,2.28973,0.02067,9.40491,0.21326,5.59882,0.05053,2.17089,0.04923,2.0298,0.01832
YIWZOV_clean_pacmof,8,27.41614592739751,1.33944,0.03348,0.27685,0.00545,58.93377,1.47309,7.75544,0.15266,121.30856,3.03219,15.9637,0.31423,79.18309,1.97923,16.36622,0.32215
YIXZEL_clean_pacmof,12,63.33913584084551,0.71916,0.03732,0.06434,0.00196,31.64213,1.64219,1.8023,0.0549,150.94702,7.83396,8.59779,0.26188,23.27089,1.20773,2.08185,0.06341
YIWNOH_clean_pacmof,32,5.4587852935202115,0.07904,0.00206,0.08205,0.00258,3.47788,0.09079,2.29841,0.07232,8.72303,0.22771,5.76474,0.18139,2.61728,0.06832,2.71666,0.08548
YIWMOG_clean_pacmof,12,5.863177805800756,0.08205,0.0008,0.0793,0.0008,3.6102,0.03528,2.22156,0.02251,9.16227,0.08954,5.63806,0.05713,2.03764,0.01991,1.96937,0.01996
YIWMIA_clean_pacmof,12,6.642909805849103,0.0954,0.00126,0.08138,0.00095,4.19743,0.05561,2.2797,0.02659,10.70537,0.14183,5.81428,0.06782,2.36908,0.03139,2.02091,0.02357
YIWLUL_clean_pacmof,18,6.815286083895323,0.09452,0.00081,0.07859,0.00145,4.1589,0.0355,2.20158,0.04061,11.16935,0.09535,5.91268,0.10905,1.7605,0.01503,1.46375,0.027
YIWNIB_clean_pacmof,32,5.534638740860082,0.07881,0.00167,0.08069,0.00194,3.46754,0.07344,2.26048,0.0544,8.49798,0.17998,5.53981,0.13331,2.60949,0.05527,2.67183,0.06429
YIXYUB_clean_pacmof,20,19.03889543393667,0.62741,0.01134,0.18674,0.0035,27.60547,0.49894,5.23132,0.09805,90.90121,1.64295,17.22607,0.32287,31.88107,0.57622,9.48906,0.17785
YIZGOF_clean_pacmof,12,874.840548649807,7.20354,0.07278,0.04666,0.00482,316.947,3.20244,1.30717,0.135,937.94809,9.47706,3.86835,0.39952,253.0039,2.55636,1.63888,0.16926
YOBYEV_clean_pacmof,4,15.646260734370635,0.75773,0.02787,0.27443,0.00807,33.33904,1.22628,7.68764,0.22614,43.58184,1.60304,10.04953,0.29562,25.61727,0.94226,9.27783,0.27292
YIZGIZ_clean_pacmof,12,812.3995267205679,7.27002,0.08854,0.05071,0.00316,319.87199,3.89571,1.42056,0.08846,940.36347,11.45265,4.17619,0.26005,255.33879,3.10976,1.78104,0.1109
YOCNIP_clean_pacmof,16,455.50126262626264,1.06105,0.03637,0.0132,0.00254,46.68494,1.60035,0.36973,0.07127,162.27801,5.56284,1.28518,0.24774,36.54695,1.25282,0.4546,0.08763
YODWOF_clean_pacmof,1,6.339623995407576,0.31182,0.00827,0.27872,0.00854,13.71962,0.36376,7.80803,0.23927,9.72312,0.2578,5.53357,0.16957,2.25607,0.05982,2.01663,0.0618
YOBYAR_clean_pacmof,8,11.24228545686613,0.52848,0.01243,0.26638,0.00606,23.25266,0.54671,7.46212,0.16972,30.33635,0.71327,9.73539,0.22142,17.80431,0.41861,8.97406,0.20411
YODWUL_clean_pacmof,1,11.268979403981128,0.57611,0.03575,0.2897,0.00939,25.34817,1.57289,8.11551,0.26311,21.52087,1.3354,6.89016,0.22338,4.43103,0.27495,2.22817,0.07224
YIZJEY_clean_pacmof,18,27.36205979359506,0.7564,0.0191,0.15665,0.00212,33.28064,0.84022,4.38826,0.05937,92.60701,2.33801,12.21081,0.16521,36.57182,0.92331,7.57392,0.10247
YOCLIN_clean_pacmof,8,14.280892175572518,0.63387,0.01242,0.25152,0.0036,27.88955,0.54667,7.04585,0.10098,48.88483,0.9582,12.34997,0.177,12.26914,0.24049,4.86833,0.06977
YIYHAQ_clean_pacmof,8,38.48248983182226,2.59913,0.05931,0.38273,0.01682,114.35865,2.60967,10.72154,0.47117,224.62632,5.12598,21.05953,0.92548,42.63652,0.97297,6.27832,0.27591
YODRAM_clean_pacmof,12,40.28097518663086,2.56777,0.08154,0.36123,0.0048,112.97897,3.58769,10.1193,0.13452,218.3512,6.93383,19.55728,0.25998,85.05235,2.70087,11.96501,0.15905
YOCCIE_clean_pacmof,4,103.56571683714888,3.0017,0.02915,0.16424,0.00611,132.07142,1.28256,4.60094,0.1712,374.12361,3.63315,13.03326,0.48497,82.79941,0.80407,4.53042,0.16858
YOCSEQ_clean_pacmof,45,91578.37037037036,2.90896,0.00366,0.00018,8e-05,127.99061,0.16117,0.00517,0.00226,535.40433,0.6742,0.02163,0.00946,90.14848,0.11352,0.00572,0.0025
YOCMAF_clean_pacmof,36,596054.0,2.10372,0.01811,2e-05,5e-05,92.56111,0.79702,0.00045,0.00138,414.69162,3.5708,0.00202,0.00618,95.59661,0.82316,0.00073,0.00224
YOCDUR_clean_pacmof,8,14.59107905019537,0.71389,0.03643,0.27725,0.00642,31.41012,1.60275,7.76671,0.17982,41.48679,2.11693,10.25835,0.23751,24.35637,1.24282,9.45919,0.219
YOCNAH_clean_pacmof,16,99.29960517858781,1.90848,0.02648,0.10891,0.0023,83.97076,1.1649,3.05103,0.06446,242.90165,3.36969,8.82569,0.18647,55.09847,0.76436,3.14436,0.06643
YIXZEM_clean_pacmof,20,16.176457152349506,0.45826,0.00722,0.16053,0.00125,20.16274,0.31748,4.49688,0.03511,62.60832,0.98582,13.96348,0.10902,23.2856,0.36665,8.15685,0.06369
YOCLEJ_clean_pacmof,8,15.056916416916417,0.66494,0.01345,0.25025,0.00352,29.25664,0.59178,7.01032,0.09867,51.60335,1.0438,12.36491,0.17404,12.87055,0.26034,4.84378,0.06818
YIZWIN_clean_pacmof,8,13.312028107946473,0.10475,0.00319,0.04459,0.00103,4.60909,0.14036,1.24916,0.02887,14.61376,0.44502,3.96065,0.09154,2.27426,0.06926,0.9681,0.02237
YIZGEV_clean_pacmof,12,1050.2475590838578,6.77039,0.14237,0.03653,0.00459,297.88904,6.26431,1.02331,0.12869,865.96544,18.21039,2.97476,0.37412,234.03668,4.92156,1.26273,0.1588
YOGKOW_clean_pacmof,8,13.584994673565667,0.63012,0.00971,0.26284,0.00591,27.72461,0.42741,7.36299,0.1655,51.36182,0.7918,13.64046,0.30661,28.72815,0.44288,11.98312,0.26935
YOMHAK_clean_pacmof,18,1027.1578947368419,0.06888,0.01071,0.00038,0.00011,3.03069,0.47112,0.01073,0.00308,9.21331,1.43221,0.03262,0.00937,1.82035,0.28297,0.01012,0.00291
YOKKIU_clean_pacmof,12,57.51140583554376,2.10441,0.06801,0.20735,0.0044,92.59133,2.99219,5.80849,0.12325,255.95743,8.27153,16.05685,0.34071,97.40718,3.14781,9.59748,0.20365
YOFGOR_clean_pacmof,24,78.44664159054273,2.57628,0.01978,0.1861,0.00557,113.35342,0.87024,5.21334,0.15601,300.55875,2.30746,13.82326,0.41365,99.19322,0.76153,7.16534,0.21442
YOLGUB_clean_pacmof,12,6.3267221856965445,0.10189,0.00194,0.09126,0.00345,4.4831,0.08553,2.55647,0.09675,6.68216,0.12749,3.81047,0.14421,2.3334,0.04452,2.08989,0.07909
YOFMIQ_clean_pacmof,6,131.1999859560424,1.09907,0.01188,0.04747,0.00303,48.35768,0.52268,1.32988,0.08495,205.2014,2.21793,5.64322,0.36047,39.01421,0.42169,1.68517,0.10764
YONNUL_clean_pacmof,4,34.837801858409435,2.30907,0.05762,0.37559,0.00598,101.59634,2.5353,10.52158,0.16743,204.57736,5.10516,21.18657,0.33714,33.23255,0.82931,5.40556,0.08602
YOMBEI_clean_pacmof,8,310.47429587093245,1.33577,0.00732,0.02438,0.00141,58.7723,0.32206,0.68285,0.0396,233.81197,1.28125,2.71656,0.15756,60.83056,0.33334,1.11006,0.06438
YOMVIG01_clean_pacmof,8,567.8677536231884,3.31902,0.11023,0.03312,0.00273,146.0328,4.85011,0.92771,0.07649,518.19151,17.21043,3.29194,0.27142,77.71408,2.58108,0.77542,0.06393
YOPMAS_clean_pacmof,18,1522.5273287143957,1.16339,0.01333,0.00433,0.00018,51.18787,0.58635,0.1212,0.00507,154.5584,1.77044,0.36595,0.01531,37.83669,0.43341,0.14071,0.00589
YOGKIQ_clean_pacmof,4,156.14688823154108,6.33442,0.0523,0.22988,0.01686,278.7067,2.30122,6.43973,0.47239,587.40119,4.85003,13.57235,0.99561,374.59658,3.09296,13.59433,0.99722
YOGKEM_clean_pacmof,3,86.9476035743298,6.42195,0.14671,0.41854,0.00846,282.55813,6.45492,11.72467,0.23708,546.71762,12.48953,22.68589,0.45871,79.97941,1.8271,5.21248,0.1054
YOFXEY_clean_pacmof,3,37.16558817340067,1.66222,0.0409,0.25344,0.00933,73.13562,1.79969,7.09965,0.26148,170.85743,4.20438,16.586,0.61086,45.39907,1.11716,6.92195,0.25493
YOGVEX_clean_pacmof,24,47.767629911280096,1.10849,0.04708,0.1315,0.00226,48.77228,2.07168,3.68366,0.06325,122.25979,5.19318,9.23401,0.15854,29.67844,1.26064,3.52064,0.06045
YOFXIC_clean_pacmof,3,39.877669766131305,1.66501,0.02551,0.2366,0.00368,73.25836,1.12259,6.62799,0.10296,172.51688,2.64361,15.60832,0.24247,45.47526,0.69685,6.4621,0.10039
YOMZIL_clean_pacmof,8,20.60263078808054,0.52424,0.01231,0.14419,0.00242,23.06611,0.54153,4.03916,0.06781,56.87793,1.33533,9.96003,0.16721,13.675,0.32105,3.76113,0.06314
YOMVIG_clean_pacmof,8,257.6759259259259,2.52098,0.06099,0.05544,0.00309,110.9202,2.68369,1.55308,0.08654,428.65217,10.37115,6.00189,0.33442,64.18333,1.5529,1.41149,0.07865
YOJMAN_clean_pacmof,8,714.5038145539904,1.43237,0.0275,0.01136,0.00056,63.02274,1.20976,0.3182,0.01569,432.36677,8.29953,2.18302,0.10766,236.22723,4.53452,1.87331,0.09239
YOMNIZ_clean_pacmof,8,5.4744435917114345,0.06294,0.00184,0.06515,0.0016,2.76921,0.0809,1.82514,0.04493,6.51256,0.19026,4.29232,0.10567,0.75765,0.02213,0.7843,0.01931
YONNAR_clean_pacmof,2,26.437358695514884,1.23125,0.07136,0.26391,0.0072,54.17342,3.13959,7.3931,0.20182,74.91326,4.34156,10.22349,0.27908,25.64835,1.48644,5.49761,0.15007
YORNIE_clean_pacmof,24,26.52542856124595,1.31343,0.03836,0.28059,0.00417,57.78955,1.68787,7.86029,0.11691,103.21158,3.01452,14.03839,0.20881,34.69044,1.01321,7.41093,0.11023
YOTSAD_clean_pacmof,12,2214.127044025157,1.03543,0.03311,0.00265,0.00046,45.55781,1.45686,0.07413,0.01279,225.57352,7.21345,0.36707,0.06332,50.79335,1.62428,0.12982,0.02239
YOVNUU_clean_pacmof,6,341.3781748375664,4.07967,0.16023,0.06772,0.00753,179.50062,7.04988,1.89719,0.21099,478.69836,18.80086,5.0595,0.56266,87.98273,3.45552,1.46055,0.16243
YORCEP_clean_pacmof,8,22.660326162969593,1.42956,0.02648,0.35749,0.00749,62.89909,1.16516,10.01459,0.20995,130.28736,2.41349,20.74393,0.43489,34.80688,0.64477,8.70418,0.18248
YORSOP_clean_pacmof,8,121.28211457737073,5.98249,0.03962,0.27952,0.01025,263.22248,1.74343,7.83019,0.28723,620.78377,4.11171,18.46672,0.67741,134.77894,0.8927,6.29717,0.231
YOQLAT_clean_pacmof,12,1776.551736484067,2.91877,0.07642,0.00931,0.00077,128.42258,3.36244,0.26085,0.02157,522.73958,13.68667,1.06178,0.08782,151.83844,3.97552,0.4844,0.04006
YORRII_clean_pacmof,8,207.25795138203895,5.56195,0.07849,0.15207,0.00827,244.71913,3.45343,4.26015,0.2316,555.62285,7.84084,9.67246,0.52584,258.03106,3.64128,7.05509,0.38355
YOPPAW_clean_pacmof,27,107.08884613487245,1.27694,0.03132,0.06757,0.00229,56.18401,1.37816,1.89292,0.06421,162.67224,3.99025,5.48065,0.1859,52.01461,1.27589,2.75244,0.09336
YORCIT_clean_pacmof,1,17.46994502986644,0.51784,0.01736,0.16797,0.0028,22.78451,0.76375,4.70552,0.07843,37.56358,1.25915,7.75774,0.12931,6.4786,0.21717,2.10147,0.03503
YOQYOT_clean_pacmof,16,14.223078569899378,0.03908,0.00133,0.01557,0.00131,1.71927,0.05843,0.43628,0.03667,5.28052,0.17947,1.33998,0.11262,1.7938,0.06097,0.71494,0.06009
